NAME,POPULATION,CITY,STATE,COUNTY,COUNTYFIPS,INST_SIZE,TOT_ENROLL,TOT_EMP
ST LAWRENCE UNIVERSITY,3247,CANTON,NY,ST. LAWRENCE,36089,2,2434,813
BENNINGTON COLLEGE,1181,BENNINGTON,VT,BENNINGTON,50003,1,826,355
NEW ENGLAND CULINARY INSTITUTE,80,MONTPELIER,VT,WASHINGTON,50023,1,58,22
SAINT JOSEPH'S COLLEGE OF MAINE,2470,STANDISH,ME,CUMBERLAND,23005,2,1987,483
HOPE COLLEGE,3953,HOLLAND,MI,OTTAWA,26139,2,3056,897
LOS ANGELES ACADEMY OF FIGURATIVE ART,14,VAN NUYS,CA,LOS ANGELES,06037,1,6,8
SOUTHERN STATES UNIVERSITY,448,SAN DIEGO,CA,SAN DIEGO,06073,1,405,43
SOUTH UNIVERSITY-WEST PALM BEACH,714,ROYAL PALM BEACH,FL,PALM BEACH,12099,1,623,91
INSTITUTE OF BUDDHIST STUDIES,51,BERKELEY,CA,ALAMEDA,06001,1,23,28
WEBBER INTERNATIONAL UNIVERSITY,904,BABSON PARK,FL,POLK,12105,1,735,169
POINT UNIVERSITY,2798,WEST POINT,GA,TROUP,13285,2,2389,409
"NATIONAL AMERICAN UNIVERSITY-RAPID CITY",1988,RAPID CITY,SD,PENNINGTON,46103,2,1554,434
TAFT UNIVERSITY SYSTEM,703,LAKEWOOD,CO,JEFFERSON,08059,1,635,68
NORTHWEST UNIVERSITY-COLLEGE OF ADULT AND PROFESSIONAL STUDIES,1271,KIRKLAND,WA,KING,53033,2,1130,141
CALIFORNIA COLLEGE OF THE ARTS,2600,SAN FRANCISCO,CA,SAN FRANCISCO,06075,2,1860,740
LINCOLN LAW SCHOOL OF SACRAMENTO,207,SACRAMENTO,CA,SACRAMENTO,06067,1,207,-999
WELLS COLLEGE,614,AURORA,NY,CAYUGA,36011,1,419,195
LAMAR UNIVERSITY,16969,BEAUMONT,TX,JEFFERSON,48245,4,15460,1509
WILMINGTON UNIVERSITY,16956,NEW CASTLE,DE,NEW CASTLE,10003,4,14730,2226
AMERICAN UNIVERSITY,18033,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,4,14318,3715
HOLY FAMILY COLLEGE,563,MANITOWOC,WI,MANITOWOC,55071,1,448,115
TRINITY BAPTIST COLLEGE,447,JACKSONVILLE,FL,DUVAL,12031,1,344,103
CARROLL COLLEGE,1494,HELENA,MT,LEWIS AND CLARK,30049,2,1231,263
COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,1423,NEW YORK,NY,NEW YORK,36061,1,952,471
WINEBRENNER THEOLOGICAL SEMINARY,68,FINDLAY,OH,HANCOCK,39063,1,53,15
TRI-STATE BIBLE COLLEGE,60,SOUTH POINT,OH,LAWRENCE,39087,1,29,31
UNIVERSITY OF NEBRASKA-LINCOLN,32017,LINCOLN,NE,LANCASTER,31109,5,25390,6627
WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY,104,MILWAUKEE,WI,MILWAUKEE,55079,1,81,23
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,13629,NEW YORK,NY,NEW YORK,36061,2,1233,12396
BRIAR CLIFF UNIVERSITY,1351,SIOUX CITY,IA,WOODBURY,19193,2,1129,222
FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,119,GENEVA,NY,ONTARIO,36069,1,105,14
SAVANNAH LAW SCHOOL,35,SAVANNAH,GA,CHATHAM,13051,1,23,12
SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,3680,WAKE FOREST,NC,WAKE,37183,2,3164,516
COLUMBIA COLLEGE,1501,COLUMBIA,SC,RICHLAND,45079,2,1243,258
CALIFORNIA JAZZ CONSERVATORY,104,BERKELEY,CA,ALAMEDA,06001,1,47,57
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,44484,ATLANTA,GA,FULTON,13121,5,36302,8182
LOYOLA UNIVERSITY CHICAGO,20798,CHICAGO,IL,COOK,17031,4,17159,3639
PARKER UNIVERSITY,1848,DALLAS,TX,DALLAS,48113,2,1536,312
SUNY COLLEGE AT OLD WESTBURY,5892,OLD WESTBURY,NY,"NASSAU",36059,3,5126,766
CAMBRIDGE COLLEGE,2765,BOSTON,MA,SUFFOLK,25025,2,2356,409
UNIVERSITY OF SOUTH CAROLINA BEAUFORT,2481,BLUFFTON,SC,BEAUFORT,45013,2,2119,362
LINCOLN UNIVERSITY,2674,LINCOLN UNIVERSITY,PA,CHESTER,42029,2,2241,433
THE UNIVERSITY OF THE SOUTH,2585,SEWANEE,TN,FRANKLIN,47051,2,1768,817
WITTENBERG UNIVERSITY,2020,SPRINGFIELD,OH,CLARK,39023,2,1619,401
SIOUX FALLS SEMINARY,435,SIOUX FALLS,SD,MINNEHAHA,46099,1,419,16
OGLALA LAKOTA COLLEGE,1542,KYLE,SD,OGLALA LAKOTA,46102,2,1306,236
MERCYHURST UNIVERSITY,3283,ERIE,PA,ERIE,42049,2,2704,579
HUMPHREYS UNIVERSITY-STOCKTON AND MODESTO CAMPUSES,613,STOCKTON,CA,SAN JOAQUIN,06077,1,486,127
UNIVERSITY OF IOWA,42024,IOWA CITY,IA,JOHNSON,19103,5,31240,10784
MOREHOUSE COLLEGE,2663,ATLANTA,GA,FULTON,13121,2,2238,425
ECKERD COLLEGE,2367,SAINT PETERSBURG,FL,PINELLAS,12103,2,2007,360
KENTUCKY MOUNTAIN BIBLE COLLEGE,108,JACKSON,KY,BREATHITT,21025,1,72,36
ST. THOMAS UNIVERSITY,5687,MIAMI GARDENS,FL,MIAMI-DADE,12086,2,4824,863
LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,675,LAKE FOREST,IL,LAKE,17097,1,451,224
CENTRAL MICHIGAN UNIVERSITY,22103,MOUNT PLEASANT,MI,ISABELLA,26073,4,19362,2741
CARLETON COLLEGE,2960,NORTHFIELD,MN,RICE,27131,2,2115,845
FAIRLEIGH DICKINSON UNIVERSITY-METROPOLITAN CAMPUS,9315,TEANECK,NJ,BERGEN,34003,3,8206,1109
ST BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY,76,ROCHESTER,NY,MONROE,36055,1,68,8
SUNY CORTLAND,8178,CORTLAND,NY,CORTLAND,36023,3,6834,1344
KETTERING COLLEGE,964,KETTERING,OH,MONTGOMERY,39113,1,815,149
COLEGIO UNIVERSITARIO DE SAN JUAN,1295,SAN JUAN,PR,SAN JUAN,72127,2,1059,236
CARIBBEAN UNIVERSITY-VEGA BAJA,191,VEGA BAJA,PR,VEGA BAJA,72145,1,153,38
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT,2052,SHREVEPORT,LA,CADDO,22017,1,939,1113
NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,246,MINEOLA,NY,"NASSAU",36059,1,195,51
GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,421,EVANSTON,IL,COOK,17031,1,314,107
CHOWAN UNIVERSITY,1462,MURFREESBORO,NC,HERTFORD,37091,2,1259,203
SAINT ANSELM COLLEGE,2756,MANCHESTER,NH,HILLSBOROUGH,33011,2,2033,723
SOUTH TEXAS COLLEGE OF LAW HOUSTON,1200,HOUSTON,TX,HARRIS,48201,1,975,225
LIVINGSTONE COLLEGE,1359,SALISBURY,NC,ROWAN,37159,2,1122,237
SH'OR YOSHUV RABBINICAL COLLEGE,211,LAWRENCE,NY,"NASSAU",36059,1,171,40
PARK UNIVERSITY,12953,PARKVILLE,MO,PLATTE,29165,4,11415,1538
MARYWOOD UNIVERSITY,3405,SCRANTON,PA,LACKAWANNA,42069,2,2679,726
MISERICORDIA UNIVERSITY,3140,DALLAS,PA,LUZERNE,42079,2,2503,637
UNIVERSITY OF ADVANCING TECHNOLOGY,927,TEMPE,AZ,MARICOPA,04013,1,789,138
ERIKSON INSTITUTE,713,CHICAGO,IL,COOK,17031,1,421,292
EAST TENNESSEE STATE UNIVERSITY,17048,JOHNSON CITY,TN,WASHINGTON,47179,4,14191,2857
UNIVERSITY OF SAN DIEGO,11819,SAN DIEGO,CA,SAN DIEGO,06073,3,9181,2638
ALVERNIA UNIVERSITY,3259,READING,PA,BERKS,42011,2,2731,528
AMERICAN BAPTIST COLLEGE,141,"NASHVILLE",TN,DAVIDSON,47037,1,99,42
BELMONT UNIVERSITY,10084,"NASHVILLE",TN,DAVIDSON,47037,3,8440,1644
ALABAMA STATE UNIVERSITY,5174,MONTGOMERY,AL,MONTGOMERY,01101,2,4190,984
COLORADO CHRISTIAN UNIVERSITY,8580,LAKEWOOD,CO,JEFFERSON,08059,3,7587,993
BARTON COLLEGE,1451,WILSON,NC,WILSON,37195,2,1161,290
FAYETTEVILLE STATE UNIVERSITY,7410,FAYETTEVILLE,NC,CUMBERLAND,37051,3,6551,859
COLLEGEAMERICA-COLORADO SPRINGS,120,COLORADO SPRINGS,CO,EL PASO,08041,1,89,31
LEXINGTON THEOLOGICAL SEMINARY,153,LEXINGTON,KY,FAYETTE,21067,1,94,59
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,4391,ASHEVILLE,NC,BUNCOMBE,37021,2,3600,791
ST. ANDREWS UNIVERSITY,1071,LAURINBURG,NC,SCOTLAND,37165,1,758,313
EMMAUS BIBLE COLLEGE,305,DUBUQUE,IA,DUBUQUE,19061,1,215,90
ILLINOIS COLLEGE OF OPTOMETRY,774,CHICAGO,IL,COOK,17031,1,546,228
LINCOLN COLLEGE,1450,LINCOLN,IL,LOGAN,17107,2,1109,341
MORAVIAN COLLEGE,3265,BETHLEHEM,PA,NORTHAMPTON,42095,2,2595,670
PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,3399,PHILADELPHIA,PA,PHILADELPHIA,42101,2,2943,456
AUGUSTANA UNIVERSITY,2606,SIOUX FALLS,SD,MINNEHAHA,46099,2,2113,493
WINSTON-SALEM STATE UNIVERSITY,6081,WINSTON-SALEM,NC,FORSYTH,37067,3,5121,960
PACIFIC ISLANDS UNIVERSITY,68,MANGILAO,GU,GUAM,66010,1,56,12
COLUMBIA SOUTHERN UNIVERSITY,21151,ORANGE BEACH,AL,BALDWIN,01003,5,20034,1117
ASPEN UNIVERSITY,7320,DENVER,CO,DENVER,08031,3,6893,427
HERZING UNIVERSITY-ATLANTA,861,ATLANTA,GA,FULTON,13121,1,787,74
"NATIONAL UNIVERSITY COLLEGE",13728,BAYAMON,PR,BAYAMÓN,72021,4,12469,1259
HORIZON UNIVERSITY,70,INDIANAPOLIS,IN,MARION,18097,1,43,27
UNIVERSITY OF HAWAII-WEST OAHU,3418,KAPOLEI,HI,HONOLULU,15003,2,3049,369
HUNTINGTON UNIVERSITY OF HEALTH SCIENCES,164,KNOXVILLE,TN,KNOX,47093,1,140,24
INDIANA WESLEYAN UNIVERSITY-NATIONAL & GLOBAL,11410,MARION,IN,GRANT,18053,4,11410,-999
UNIVERSIDAD ANA G. MENDEZ-CUPEY CAMPUS,11885,SAN JUAN,PR,SAN JUAN,72127,4,10516,1369
HOOD COLLEGE,2408,FREDERICK,MD,FREDERICK,24021,2,2002,406
UNIVERSITY OF WISCONSIN-PARKSIDE,4949,KENOSHA,WI,KENOSHA,55059,2,4388,561
UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL WORCESTER,6374,WORCESTER,MA,WORCESTER,25027,2,1234,5140
VALLEY CITY STATE UNIVERSITY,1895,VALLEY CITY,ND,BARNES,38003,2,1665,230
BETHANY LUTHERAN COLLEGE,924,MANKATO,MN,BLUE EARTH,27013,1,741,183
THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT VENTURA,231,VENTURA,CA,VENTURA,06111,1,187,44
UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,30228,ALBUQUERQUE,NM,BERNALILLO,35001,5,22729,7499
BETHEL UNIVERSITY,1807,MISHAWAKA,IN,ST. JOSEPH,18141,2,1450,357
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT WASHINGTON DC,793,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,1,732,61
THE COLLEGE OF HEALTH CARE PROFESSIONS-DALLAS,339,DALLAS,TX,DALLAS,48113,1,307,32
UNIVERSITY OF WISCONSIN-RIVER FALLS,6759,RIVER FALLS,WI,PIERCE,55093,3,5980,779
SOUTH UNIVERSITY-SAVANNAH ONLINE,7177,SAVANNAH,GA,CHATHAM,13051,3,6195,982
BABSON COLLEGE,4264,WELLESLEY,MA,NORFOLK,25021,2,3325,939
SALEM STATE UNIVERSITY,9097,SALEM,MA,ESSEX,25009,3,7706,1391
GEORGE WASHINGTON UNIVERSITY,34655,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,5,27814,6841
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,1303,TYLER,TX,SMITH,48423,1,67,1236
CALIFORNIA INSTITUTE OF ADVANCED MANAGEMENT,192,ALHAMBRA,CA,LOS ANGELES,06037,1,151,41
STEVENS-HENAGER COLLEGE,225,WEST HAVEN,UT,WEBER,49057,1,187,38
UNIVERSITY OF CINCINNATI-MAIN CAMPUS,47221,CINCINNATI,OH,HAMILTON,39061,5,39263,7958
GREAT BASIN COLLEGE,4333,ELKO,NV,ELKO,32007,2,3852,481
JOSE MARIA VARGAS UNIVERSITY,380,PEMBROKE PINES,FL,BROWARD,12011,1,356,24
OBERLIN COLLEGE,3919,OBERLIN,OH,LORAIN,39093,2,2863,1056
UNIVERSITY OF PITTSBURGH-GREENSBURG,1659,GREENSBURG,PA,WESTMORELAND,42129,2,1454,205
EMMANUEL COLLEGE,2705,BOSTON,MA,SUFFOLK,25025,2,2222,483
MILLERSVILLE UNIVERSITY OF PENNSYLVANIA,8859,MILLERSVILLE,PA,LANCASTER,42071,3,7783,1076
EASTERN MICHIGAN UNIVERSITY,19936,YPSILANTI,MI,WASHTENAW,26161,4,17784,2152
POINT PARK UNIVERSITY,5010,PITTSBURGH,PA,ALLEGHENY,42003,2,3929,1081
COASTAL CAROLINA UNIVERSITY,12278,CONWAY,SC,HORRY,45051,4,10484,1794
THE UNIVERSITY OF TEXAS AT AUSTIN,68109,AUSTIN,TX,TRAVIS,48453,5,51090,17019
EASTERN WASHINGTON UNIVERSITY,13965,CHENEY,WA,SPOKANE,53063,4,12410,1555
SOUTH COLLEGE,3753,KNOXVILLE,TN,KNOX,47093,2,2843,910
UNIVERSITY OF PENNSYLVANIA,46116,PHILADELPHIA,PA,PHILADELPHIA,42101,5,26675,19441
UNIVERSITY OF HOUSTON-DOWNTOWN,15994,HOUSTON,TX,HARRIS,48201,4,14640,1354
PENNSYLVANIA COLLEGE OF TECHNOLOGY,6274,WILLIAMSPORT,PA,LYCOMING,42081,2,4972,1302
GROVE CITY COLLEGE,2272,GROVE CITY,PA,MERCER,42085,2,2272,-999
TEXAS A&M UNIVERSITY-TEXARKANA,2419,TEXARKANA,TX,BOWIE,48037,2,2068,351
SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY,714,EL DORADO HILLS,CA,EL DORADO,06017,1,626,88
BRYANT & STRATTON COLLEGE-WAUWATOSA,1725,WAUWATOSA,WI,MILWAUKEE,55079,2,1416,309
UNIVERSITY OF LA VERNE,8560,LA VERNE,CA,LOS ANGELES,06037,3,7396,1164
CLAYTON STATE UNIVERSITY,7735,MORROW,GA,CLAYTON,13063,3,6879,856
STILLMAN COLLEGE,1067,TUSCALOOSA,AL,TUSCALOOSA,01125,1,861,206
OAKLAND CITY UNIVERSITY,1849,OAKLAND CITY,IN,GIBSON,18051,2,1435,414
FRANKLIN COLLEGE,1264,FRANKLIN,IN,JOHNSON,18081,1,956,308
HOLY CROSS COLLEGE,585,NOTRE DAME,IN,ST. JOSEPH,18141,1,447,138
UNIVERSITY OF SOUTHERN INDIANA,12067,EVANSVILLE,IN,VANDERBURGH,18163,4,10705,1362
DIVINE WORD COLLEGE,119,EPWORTH,IA,DUBUQUE,19061,1,66,53
SAGINAW CHIPPEWA TRIBAL COLLEGE,182,MOUNT PLEASANT,MI,ISABELLA,26073,1,138,44
DOANE UNIVERSITY,2981,CRETE,NE,SALINE,31151,2,2422,559
COLLEGE OF BIBLICAL STUDIES-HOUSTON,544,HOUSTON,TX,HARRIS,48201,1,460,84
RANDOLPH-MACON COLLEGE,2018,ASHLAND,VA,HANOVER,51085,2,1543,475
SAINT JOHN'S SEMINARY,152,BRIGHTON,MA,SUFFOLK,25025,1,111,41
PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,162,PHOENIX,AZ,MARICOPA,04013,1,99,63
BEACON COLLEGE,563,LEESBURG,FL,LAKE,12069,1,416,147
UNIVERSITY OF SAINT FRANCIS-FORT WAYNE,2801,FORT WAYNE,IN,ALLEN,18003,2,2249,552
NORTHWEST COLLEGE OF ART & DESIGN,115,TACOMA,WA,PIERCE,53053,1,95,20
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,590,BRISTOL,RI,BRISTOL,44001,1,487,103
ARIZONA CHRISTIAN UNIVERSITY,1188,GLENDALE,AZ,MARICOPA,04013,1,870,318
COLORADO STATE UNIVERSITY-PUEBLO,7793,PUEBLO,CO,PUEBLO,08101,3,7081,712
OCCIDENTAL COLLEGE,2766,LOS ANGELES,CA,LOS ANGELES,06037,2,1985,781
NORTHWESTERN UNIVERSITY,33158,EVANSTON,IL,COOK,17031,5,22448,10710
MILLIKIN UNIVERSITY,2546,DECATUR,IL,MACON,17115,2,2083,463
BARNES-JEWISH COLLEGE GOLDFARB SCHOOL OF NURSING,822,SAINT LOUIS,MO,ST. LOUIS (CITY),29510,1,663,159
SHORTER UNIVERSITY,1766,ROME,GA,FLOYD,13115,2,1487,279
SAINT NORBERT COLLEGE,2778,DE PERE,WI,BROWN,55009,2,2081,697
SAN JOSE STATE UNIVERSITY,39652,SAN JOSE,CA,SANTA CLARA,06085,5,36085,3567
WESLEYAN COLLEGE,986,MACON,GA,BIBB,13021,1,797,189
MCNEESE STATE UNIVERSITY,8107,LAKE CHARLES,LA,CALCASIEU,22019,3,7295,812
SPRING ARBOR UNIVERSITY,3871,SPRING ARBOR,MI,JACKSON,26075,2,3333,538
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,14674,DAYTONA BEACH,FL,VOLUSIA,12127,4,13773,901
SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,2986,FORT WORTH,TX,TARRANT,48439,2,2986,-999
UNION BIBLE COLLEGE,108,WESTFIELD,IN,HAMILTON,18057,1,66,42
YESHIVA OHR NAFTOLI,44,NEW WINDSOR,NY,ORANGE,36071,1,35,9
HAWAII PACIFIC UNIVERSITY,4834,HONOLULU,HI,HONOLULU,15003,2,4170,664
YESHIVA CHEMDAS HATORAH,85,LAKEWOOD,NJ,OCEAN,34029,1,71,14
SIMMONS UNIVERSITY,7904,BOSTON,MA,SUFFOLK,25025,3,6535,1369
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-MAYAGUEZ,1337,MAYAGUEZ,PR,MAYAGÜEZ,72097,2,1208,129
UNIVERSITY OF IDAHO,14549,MOSCOW,ID,LATAH,16057,4,11926,2623
JOHNSON & WALES UNIVERSITY-ONLINE,2041,PROVIDENCE,RI,PROVIDENCE,44007,2,1752,289
HOUSTON GRADUATE SCHOOL OF THEOLOGY,175,HOUSTON,TX,HARRIS,48201,1,140,35
SEATTLE FILM INSTITUTE,144,SEATTLE,WA,KING,53033,1,106,38
CITY UNIVERSITY OF SEATTLE,2497,SEATTLE,WA,KING,53033,2,1960,537
OAKLAND UNIVERSITY,21520,ROCHESTER HILLS,MI,OAKLAND,26125,4,19013,2507
WALDEN UNIVERSITY,52157,MINNEAPOLIS,MN,HENNEPIN,27053,5,48420,3737
CAPITOL TECHNOLOGY UNIVERSITY,877,LAUREL,MD,PRINCE GEORGE'S,24033,1,740,137
UNIVERSITY OF MASSACHUSETTS-AMHERST,38037,AMHERST,MA,HAMPSHIRE,25015,5,31350,6687
UNIVERSITY OF PUERTO RICO-BAYAMON,4379,BAYAMON,PR,BAYAMÓN,72021,2,3937,442
BRITE DIVINITY SCHOOL,209,FORT WORTH,TX,TARRANT,48439,1,167,42
THE UNIVERSITY OF WEST FLORIDA,14399,PENSACOLA,FL,ESCAMBIA,12033,4,12557,1842
UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,16006,BALTIMORE,MD,BALTIMORE,24005,4,13602,2404
FLORIDA COLLEGE,687,TEMPLE TERRACE,FL,HILLSBOROUGH,12057,1,538,149
UNIVERSITY OF LOUISIANA AT MONROE,9629,MONROE,LA,OUACHITA,22073,3,8673,956
TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,335,ELLENDALE,ND,DICKEY,38021,1,252,83
TOURO UNIVERSITY CALIFORNIA,1831,VALLEJO,CA,SOLANO,06095,2,1378,453
UNIVERSITY OF MISSOURI-COLUMBIA,40857,COLUMBIA,MO,BOONE,29019,5,30014,10843
UNIVERSIDAD TEOLOGICA DEL CARIBE,633,TRUJILLO ALTO,PR,TRUJILLO ALTO,72139,1,526,107
QUINNIPIAC UNIVERSITY,11773,HAMDEN,CT,NEW HAVEN,09009,3,9708,2065
AMERICAN UNIVERSITY OF PUERTO RICO,507,BAYAMON,PR,BAYAMÓN,72021,1,399,108
TRUMAN STATE UNIVERSITY,5974,KIRKSVILLE,MO,ADAIR,29001,3,5231,743
WEILL CORNELL MEDICAL COLLEGE,8584,NEW YORK,NY,NEW YORK,36061,2,1327,7257
SCHOOL OF VISUAL ARTS,6236,NEW YORK,NY,NEW YORK,36061,2,4562,1674
BETHANY COLLEGE,1028,LINDSBORG,KS,MCPHERSON,20113,1,816,212
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,1621,WINSTON SALEM,NC,FORSYTH,37067,2,1086,535
STRAYER UNIVERSITY-ALABAMA,1856,BIRMINGHAM,AL,JEFFERSON,01073,2,1802,54
UNIVERSITY OF PHOENIX-FLORIDA,88,ORLANDO,FL,ORANGE,12095,1,88,-999
UNIVERSITY OF ARIZONA-SIERRA VISTA,520,SIERRA VISTA,AZ,COCHISE,04003,1,411,109
ELIZABETHTOWN COLLEGE,2436,ELIZABETHTOWN,PA,LANCASTER,42071,2,1844,592
MOUNT ALOYSIUS COLLEGE,2138,CRESSON,PA,CAMBRIA,42021,2,1834,304
YESHIVA GEDOLAH ZICHRON LEYMA,29,UNION,NJ,UNION,34039,1,22,7
CARNEGIE MELLON UNIVERSITY,20188,PITTSBURGH,PA,ALLEGHENY,42003,4,14180,6008
OTIS COLLEGE OF ART AND DESIGN,1888,LOS ANGELES,CA,LOS ANGELES,06037,2,1183,705
NEWMAN UNIVERSITY,3609,WICHITA,KS,SEDGWICK,20173,2,3205,404
WICHITA STATE UNIVERSITY,17936,WICHITA,KS,SEDGWICK,20173,4,15342,2594
WEBER STATE UNIVERSITY,31733,OGDEN,UT,WEBER,49057,5,29644,2089
ARKANSAS TECH UNIVERSITY,12992,RUSSELLVILLE,AR,POPE,05115,4,11829,1163
CALUMET COLLEGE OF SAINT JOSEPH,879,WHITING,IN,LAKE,18089,1,718,161
CAMERON UNIVERSITY,4668,LAWTON,OK,COMANCHE,40031,2,4142,526
TEXAS A & M UNIVERSITY-KINGSVILLE,8501,KINGSVILLE,TX,KLEBERG,48273,3,7479,1022
BROWN UNIVERSITY,15042,PROVIDENCE,RI,PROVIDENCE,44007,4,10333,4709
OREGON INSTITUTE OF TECHNOLOGY,5894,KLAMATH FALLS,OR,KLAMATH,41035,3,5313,581
LOCK HAVEN UNIVERSITY,3687,LOCK HAVEN,PA,CLINTON,42035,2,3158,529
THE UNIVERSITY OF TEXAS AT DALLAS,33979,RICHARDSON,TX,DALLAS,48113,5,29543,4436
CHAMPLAIN COLLEGE,5079,BURLINGTON,VT,CHITTENDEN,50007,2,4385,694
FAIRMONT STATE UNIVERSITY,4347,FAIRMONT,WV,MARION,54049,2,3803,544
CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,22755,SAN BERNARDINO,CA,SAN BERNARDINO,06071,5,20638,2117
OTTAWA UNIVERSITY-ONLINE,261,OTTAWA,KS,FRANKLIN,20059,1,261,-999
CLARK ATLANTA UNIVERSITY,4640,ATLANTA,GA,FULTON,13121,2,3920,720
NORTHWEST NAZARENE UNIVERSITY,2500,"NAMPA",ID,CANYON,16027,2,2111,389
CENTRAL STATE UNIVERSITY,2471,WILBERFORCE,OH,GREENE,39057,2,2033,438
CONCORDIA UNIVERSITY-PORTLAND,6519,PORTLAND,OR,MULTNOMAH,41051,3,5669,850
BUTLER UNIVERSITY,7048,INDIANAPOLIS,IN,MARION,18097,3,5515,1533
KALAMAZOO COLLEGE,1714,KALAMAZOO,MI,KALAMAZOO,26077,2,1286,428
CROWN COLLEGE,1716,SAINT BONIFACIUS,MN,CARVER,27019,2,1522,194
STEVENS-THE INSTITUTE OF BUSINESS & ARTS,146,SAINT LOUIS,MO,ST. LOUIS (CITY),29510,1,122,24
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,160,DENVER,CO,DENVER,08031,1,95,65
FRANKLIN W OLIN COLLEGE OF ENGINEERING,526,NEEDHAM,MA,NORFOLK,25021,1,386,140
PERU STATE COLLEGE,2351,PERU,NE,NEMAHA,31127,2,2109,242
CHESTNUT HILL COLLEGE,1958,PHILADELPHIA,PA,PHILADELPHIA,42101,2,1600,358
COKER UNIVERSITY,1354,HARTSVILLE,SC,DARLINGTON,45031,2,1113,241
SUNY COLLEGE OF TECHNOLOGY AT ALFRED,4447,ALFRED,NY,ALLEGANY,36003,2,3780,667
INTER AMERICAN UNIVERSITY OF PUERTO RICO-BAYAMON,4885,BAYAMON,PR,BAYAMÓN,72021,2,4500,385
HERZING UNIVERSITY-BIRMINGHAM,631,BIRMINGHAM,AL,JEFFERSON,01073,1,586,45
UNIVERSITY OF NORTH ALABAMA,8594,FLORENCE,AL,LAUDERDALE,01077,3,7702,892
GRINNELL COLLEGE,2563,GRINNELL,IA,POWESHIEK,19157,2,1733,830
BERKELEY COLLEGE-WOODLAND PARK,3473,WOODLAND PARK,NJ,PASSAIC,34031,2,2858,615
MARLBORO COLLEGE,278,MARLBORO,VT,WINDHAM,50025,1,154,124
PONTIFICAL COLLEGE JOSEPHINUM,187,COLUMBUS,OH,FRANKLIN,39049,1,106,81
WARNER PACIFIC UNIVERSITY,569,PORTLAND,OR,MULTNOMAH,41051,1,407,162
SAINT EDWARD'S UNIVERSITY,4836,AUSTIN,TX,TRAVIS,48453,2,3976,860
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,15635,HOUSTON,TX,HARRIS,48201,3,5317,10318
MILLS COLLEGE,1586,OAKLAND,CA,ALAMEDA,06001,2,1122,464
ROCKY MOUNTAIN COLLEGE OF ART AND DESIGN,1818,LAKEWOOD,CO,JEFFERSON,08059,2,1454,364
SHEPHERD UNIVERSITY,4104,SHEPHERDSTOWN,WV,JEFFERSON,54037,2,3554,550
LOUISIANA TECH UNIVERSITY,12911,RUSTON,LA,LINCOLN,22061,4,11510,1401
KANSAS CITY ART INSTITUTE,944,KANSAS CITY,MO,JACKSON,29095,1,699,245
UNIVERSITY OF THE PACIFIC,8471,STOCKTON,CA,SAN JOAQUIN,06077,3,6447,2024
ILLINOIS INSTITUTE OF TECHNOLOGY,7889,CHICAGO,IL,COOK,17031,3,6515,1374
CLARKS SUMMIT UNIVERSITY,898,SOUTH ABINGTON TOWNSHIP,PA,LACKAWANNA,42069,1,771,127
SAINT JOHN FISHER COLLEGE,4493,ROCHESTER,NY,MONROE,36055,2,3618,875
MISSOURI WESTERN STATE UNIVERSITY,6224,SAINT JOSEPH,MO,BUCHANAN,29021,3,5608,616
